,x,y,MonthYear,Zscore,Year,Month,labels
127695,-70.0894881675058,44.1720043455534,2016-08-01,-6.48108039076206,2016,8,0
127696,-70.0891131675058,44.1720043455534,2016-08-01,-6.14401069012807,2016,8,0
127697,-70.0898631675058,44.1717343455534,2016-08-01,-5.89247846603394,2016,8,0
127698,-70.0894881675058,44.1717343455534,2016-08-01,-6.47296887848032,2016,8,0
127699,-70.0891131675058,44.1717343455534,2016-08-01,-6.14898486635522,2016,8,0
127700,-70.0906131675058,44.1714643455534,2016-08-01,-6.65271139144897,2016,8,0
127701,-70.0902381675058,44.1714643455534,2016-08-01,-7.67604058744089,2016,8,0
127702,-70.0898631675058,44.1714643455534,2016-08-01,-7.3526178473378,2016,8,0
127703,-70.0894881675058,44.1714643455534,2016-08-01,-7.73214318702902,2016,8,0
127704,-70.0891131675058,44.1714643455534,2016-08-01,-7.55362259967931,2016,8,0
127705,-70.0887381675058,44.1714643455534,2016-08-01,-7.33768568637619,2016,8,0
127706,-70.0883631675058,44.1714643455534,2016-08-01,-6.59053421307047,2016,8,0
127707,-70.0909881675058,44.1711943455534,2016-08-01,-6.75990200042725,2016,8,0
127708,-70.0906131675058,44.1711943455534,2016-08-01,-7.97887223116193,2016,8,0
127709,-70.0902381675058,44.1711943455534,2016-08-01,-8.77553668079109,2016,8,0
127710,-70.0898631675058,44.1711943455534,2016-08-01,-8.93875894536157,2016,8,0
127711,-70.0894881675058,44.1711943455534,2016-08-01,-9.08279048730645,2016,8,0
127712,-70.0891131675058,44.1711943455534,2016-08-01,-9.15363321957585,2016,8,0
127713,-70.0887381675058,44.1711943455534,2016-08-01,-8.63452373476237,2016,8,0
127714,-70.0883631675058,44.1711943455534,2016-08-01,-7.98142380013066,2016,8,0
127715,-70.0879881675058,44.1711943455534,2016-08-01,-6.89282710362216,2016,8,0
127716,-70.0876131675058,44.1711943455534,2016-08-01,-5.49000662354035,2016,8,0
127717,-70.0872381675058,44.1711943455534,2016-08-01,-3.68944906544997,2016,8,0
127718,-70.0909881675058,44.1709243455534,2016-08-01,-7.23143393299828,2016,8,0
127719,-70.0906131675058,44.1709243455534,2016-08-01,-9.09885608622455,2016,8,0
127720,-70.0902381675058,44.1709243455534,2016-08-01,-9.48211004329558,2016,8,0
127721,-70.0898631675058,44.1709243455534,2016-08-01,-9.50610952222809,2016,8,0
127722,-70.0894881675058,44.1709243455534,2016-08-01,-9.54237424510063,2016,8,0
127723,-70.0891131675058,44.1709243455534,2016-08-01,-9.64364077621179,2016,8,0
127724,-70.0887381675058,44.1709243455534,2016-08-01,-9.49147820209385,2016,8,0
127725,-70.0883631675058,44.1709243455534,2016-08-01,-9.27507391401681,2016,8,0
127726,-70.0879881675058,44.1709243455534,2016-08-01,-8.3251527160903,2016,8,0
127727,-70.0876131675058,44.1709243455534,2016-08-01,-6.95757708951474,2016,8,0
127728,-70.0872381675058,44.1709243455534,2016-08-01,-5.74115519108971,2016,8,0
127729,-70.0868631675058,44.1709243455534,2016-08-01,-4.97093798555848,2016,8,0
127730,-70.0909881675058,44.1706543455534,2016-08-01,-7.49150063372783,2016,8,0
127731,-70.0906131675058,44.1706543455534,2016-08-01,-9.29313865977294,2016,8,0
127732,-70.0902381675058,44.1706543455534,2016-08-01,-9.56464240530466,2016,8,0
127733,-70.0898631675058,44.1706543455534,2016-08-01,-9.57619416231187,2016,8,0
127734,-70.0894881675058,44.1706543455534,2016-08-01,-9.59896211921497,2016,8,0
127735,-70.0891131675058,44.1706543455534,2016-08-01,-9.63306066184522,2016,8,0
127736,-70.0887381675058,44.1706543455534,2016-08-01,-9.6495192345234,2016,8,0
127737,-70.0883631675058,44.1706543455534,2016-08-01,-9.67087092161385,2016,8,0
127738,-70.0879881675058,44.1706543455534,2016-08-01,-9.43261907241578,2016,8,0
127739,-70.0876131675058,44.1706543455534,2016-08-01,-8.66137376297838,2016,8,0
127740,-70.0872381675058,44.1706543455534,2016-08-01,-7.87047561543573,2016,8,0
127741,-70.0868631675058,44.1706543455534,2016-08-01,-7.38232007771358,2016,8,0
127742,-70.0864881675058,44.1706543455534,2016-08-01,-6.59269965686295,2016,8,0
127743,-70.0909881675058,44.1703843455534,2016-08-01,-7.45462838822796,2016,8,0
127744,-70.0906131675058,44.1703843455534,2016-08-01,-9.22080253761757,2016,8,0
127745,-70.0902381675058,44.1703843455534,2016-08-01,-9.51141762415381,2016,8,0
127746,-70.0898631675058,44.1703843455534,2016-08-01,-9.53028098462568,2016,8,0
127747,-70.0894881675058,44.1703843455534,2016-08-01,-9.54528259679801,2016,8,0
127748,-70.0891131675058,44.1703843455534,2016-08-01,-9.55719920525326,2016,8,0
127749,-70.0887381675058,44.1703843455534,2016-08-01,-9.59310283161135,2016,8,0
